"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-06-07,"Detroit Region","215.617570028509","4.09211175389031","10.1076696027945","High"
2022-06-07,"Grand Rapids Region","149.760767108653","3.68446419964655","8.07757063576746","Low"
2022-06-07,"Jackson Region","150.380412868597","4.9378453038674","5.61860875817364","Low"
2022-06-07,"Kalamazoo Region","141.256707619358","3.7571940492996","5.39306074542006","Low"
2022-06-07,"Lansing Region","178.818545699389","6.03755260602137","7.95125038986715","Low"
2022-06-07,"Saginaw Region","159.981791763082","5.13841143477474","11.38014754833","Medium"
2022-06-07,"State","187.316208424353","4.1834141051276","9.19208202665543","Low"
2022-06-07,"Traverse City Region","132.986191450695","4.96002906976744","12.5797745278489","Medium"
2022-06-07,"Upper Peninsula Region","188.388823824661","3.003003003003","7.69616867223078","Low"
2022-06-08,"Detroit Region","208.523130257538","3.9853325409018","9.97417207973869","Medium"
2022-06-08,"Grand Rapids Region","147.48080762679","3.62877328195247","7.49129534768756","Low"
2022-06-08,"Jackson Region","149.719400064779","5.04317789291883","5.28810236063401","Low"
2022-06-08,"Kalamazoo Region","139.078740761791","3.75448906301012","5.18563533213467","Low"
2022-06-08,"Lansing Region","174.419981661371","6.17723156532988","9.64300579196654","Low"
2022-06-08,"Saginaw Region","157.177987165172","5.04270397964746","9.5659211275817","Low"
2022-06-08,"State","181.849022354983","4.10805604915831","8.94175299542843","Low"
2022-06-08,"Traverse City Region","121.529610768287","5.01641736592484","11.9058580352856","Medium"
2022-06-08,"Upper Peninsula Region","180.692655178183","2.75730275730276","7.02693661377593","Low"
2022-06-09,"Detroit Region","192.789493668689","3.89448645737495","9.51646628640461","Low"
2022-06-09,"Grand Rapids Region","141.096921077574","3.50586094310336","7.49129534768756","Low"
2022-06-09,"Jackson Region","160.626111327776","5.04840940525588","5.28810236063401","Low"
2022-06-09,"Kalamazoo Region","136.174784951701","3.76619135735278","5.08192262549198","Low"
2022-06-09,"Lansing Region","161.562640627168","6.04005167958656","8.6279525507069","Low"
2022-06-09,"Saginaw Region","143.983612586774","4.9963530269876","9.5659211275817","Low"
2022-06-09,"State","170.504110602977","4.02761092219666","8.70143712545051","Low"
2022-06-09,"Traverse City Region","116.362917519358","5.05494505494505","12.3551356969945","Medium"
2022-06-09,"Upper Peninsula Region","170.654174334951","2.7027027027027","8.70001675991305","Low"
2022-06-10,"Detroit Region","179.725807531282","3.83159833350178","9.55460843584911","Low"
2022-06-10,"Grand Rapids Region","132.758783543904","3.39055564468688","7.49129534768756","Low"
2022-06-10,"Jackson Region","160.626111327776","5.22853185595568","5.94911515571326","Low"
2022-06-10,"Kalamazoo Region","130.574298746528","3.79374250517824","5.18563533213467","Low"
2022-06-10,"Lansing Region","163.254396026405","6.00195185426155","9.4738302517566","Low"
2022-06-10,"Saginaw Region","135.407269110815","4.98220640569395","10.5554991752626","Medium"
2022-06-10,"State","160.981594207426","3.97978178458361","8.92172667293027","Low"
2022-06-10,"Traverse City Region","113.442612639529","5.11644966073721","12.5797745278489","Medium"
2022-06-10,"Upper Peninsula Region","163.627237744688","2.78460278460278","10.3730969060502","Medium"
2022-06-11,"Detroit Region","175.701810779467","3.81183556964017","9.51646628640461","Low"
2022-06-11,"Grand Rapids Region","133.34505883924","3.33297667451316","7.5564370463631","Low"
2022-06-11,"Jackson Region","164.261681748775","5.44382801664355","7.27114074587177","Low"
2022-06-11,"Kalamazoo Region","129.744597086503","3.75988731173475","5.28934803877737","Low"
2022-06-11,"Lansing Region","155.641496729837","6.01528206795643","9.30465471154666","Low"
2022-06-11,"Saginaw Region","137.386425297574","4.85800383526619","10.0607101514221","Medium"
2022-06-11,"State","158.608474979513","3.95274103363702","8.94175299542843","Low"
2022-06-11,"Traverse City Region","115.464362171718","5.11695906432749","13.2536910204123","Medium"
2022-06-11,"Upper Peninsula Region","159.277229379287","2.78536318951393","10.0384808768228","Medium"
2022-06-12,"Detroit Region","173.413281821089","3.80111367343495","9.53553736112686","Low"
2022-06-12,"Grand Rapids Region","139.403236891047","3.30269345874305","7.94728723841637","Low"
2022-06-12,"Jackson Region","164.261681748775","5.58252427184466","7.27114074587177","Low"
2022-06-12,"Kalamazoo Region","131.300287699051","3.76425037642504","5.49677345206275","Low"
2022-06-12,"Lansing Region","159.87088522793","5.91763942931258","8.79712809091684","Low"
2022-06-12,"Saginaw Region","136.891636250884","4.67750776539375","9.73085080219518","Low"
2022-06-12,"State","158.828764528096","3.93042769303937","9.08193725291555","Low"
2022-06-12,"Traverse City Region","116.362917519358","5.16578127862246","14.3768851746845","Medium"
2022-06-12,"Upper Peninsula Region","161.954157604149","2.86806883365201","11.7115610229599","Medium"
2022-06-13,"Detroit Region","170.781473518955","3.77524045221891","9.57367951057137","Low"
2022-06-13,"Grand Rapids Region","140.57578748172","3.32527531560569","9.11983781457616","Low"
2022-06-13,"Jackson Region","156.660034504868","5.51098709452389","5.94911515571326","Low"
2022-06-13,"Kalamazoo Region","135.241370584172","3.79773842543205","5.91162427863353","Low"
2022-06-13,"Lansing Region","153.949741330599","5.83468395461913","8.45877701049696","Low"
2022-06-13,"Saginaw Region","137.716284662034","4.45540034693691","7.75169470683344","Low"
2022-06-13,"State","157.537066720497","3.90091406435829","9.16204254290819","Low"
2022-06-13,"Traverse City Region","124.674554485027","5.15785609397944","13.9276075129756","Medium"
2022-06-13,"Upper Peninsula Region","152.250292789025","3.03195848128927","13.0500251398696","Medium"
2022-06-14,"Detroit Region","164.583374256681","3.74571412511944","9.36389768862658","Low"
2022-06-14,"Grand Rapids Region","138.03526120193","3.37954008166774","9.05469611590062","Low"
2022-06-14,"Jackson Region","156.990540906777","5.39782684893095","6.27962155325289","Low"
2022-06-14,"Kalamazoo Region","137.523050149243","3.74059552823991","6.11904969191892","Low"
2022-06-14,"Lansing Region","153.780565790676","5.76582380415526","8.79712809091684","Low"
2022-06-14,"Saginaw Region","124.027121036946","4.37118659502778","7.25690568299301","Low"
2022-06-14,"State","152.68068349038","3.88228521114836","9.2020951879045","Low"
2022-06-14,"Traverse City Region","115.913639845538","5.40143303325372","15.9493569906656","Medium"
2022-06-14,"Upper Peninsula Region","148.904132507947","3.30510789401803","14.7231052860067","Medium"
2022-06-15,"Detroit Region","162.313916372956","3.68284034292383","9.09690264251502","Low"
2022-06-15,"Grand Rapids Region","136.927852310739","3.37489251934652","9.1849795132517","Low"
2022-06-15,"Jackson Region","148.397374457143","5.18518518518519","6.61012795079252","Low"
2022-06-15,"Kalamazoo Region","135.448795999179","3.73063547265255","6.11904969191892","Low"
2022-06-15,"Lansing Region","151.919634851515","5.68438003220612","8.28960147028702","Low"
2022-06-15,"Saginaw Region","120.233738345656","4.31026643630081","6.92704633376606","Low"
2022-06-15,"State","150.838261811325","3.82681809286664","9.09195041416463","Low"
2022-06-15,"Traverse City Region","121.304971931377","5.41383740135805","16.1739958215201","Medium"
2022-06-15,"Upper Peninsula Region","150.242596620378","3.55094236547391","16.0615694029164","Medium"
2022-06-16,"Detroit Region","160.349595683682","3.63681234855963","9.44018198751559","Low"
2022-06-16,"Grand Rapids Region","126.635463792615","3.43993550120935","8.92441271854953","Low"
2022-06-16,"Jackson Region","127.575471136876","4.9929178470255","6.27962155325289","Low"
2022-06-16,"Kalamazoo Region","133.167116434108","3.71190551513234","6.430187811847","Low"
2022-06-16,"Lansing Region","156.149023349608","5.63879490897374","7.61289930944727","Low"
2022-06-16,"Saginaw Region","119.574019616736","4.11876527564045","6.26732763531215","Low"
2022-06-16,"State","147.483852776089","3.78671882904455","9.10196357541371","Low"
2022-06-16,"Traverse City Region","119.283222399188","5.42323195309637","16.1739958215201","Medium"
2022-06-16,"Upper Peninsula Region","148.904132507947","3.57825730674679","13.7192571983244","Medium"
2022-06-17,"Detroit Region","160.387737832988","3.59274629071684","9.53553736112686","Low"
2022-06-17,"Grand Rapids Region","130.543965761523","3.53383458646617","9.11983781457616","Low"
2022-06-17,"Jackson Region","126.25344552924","4.81245576786978","6.94063434833214","Low"
2022-06-17,"Kalamazoo Region","136.693348489217","3.66865163760102","5.70419886534814","Low"
2022-06-17,"Lansing Region","156.825725509303","5.50678371907422","6.59784606818763","Low"
2022-06-17,"Saginaw Region","120.728527392346","3.94142108117881","5.27774958763128","Low"
2022-06-17,"State","148.675418970695","3.7446716667566","8.95176615667751","Low"
2022-06-17,"Traverse City Region","120.181777746828","5.37121906507791","15.5000793289567","Medium"
2022-06-17,"Upper Peninsula Region","149.573364564163","3.60655737704918","12.7154091106422","Medium"
2022-06-18,"Detroit Region","159.357899801718","3.5234975660798","9.21132909084855","Low"
2022-06-18,"Grand Rapids Region","127.677730984324","3.64767728784465","9.57582970530497","Low"
2022-06-18,"Jackson Region","123.609394313968","4.69964664310954","6.27962155325289","Low"
2022-06-18,"Kalamazoo Region","133.270829141611","3.69497697333191","6.01533698527622","Low"
2022-06-18,"Lansing Region","159.363358608159","5.4643938187032","7.27454822902739","Low"
2022-06-18,"Saginaw Region","118.254582158897","3.75756480896035","4.28817153995042","Low"
2022-06-18,"State","147.183457937113","3.70052970748001","8.78154241544314","Low"
2022-06-18,"Traverse City Region","119.507861236098","5.2418613205812","13.9276075129756","Medium"
2022-06-18,"Upper Peninsula Region","148.234900451732","3.77049180327869","13.0500251398696","Medium"
2022-06-19,"Detroit Region","157.37450803779","3.44274600791593","8.88712082057023","Low"
2022-06-19,"Grand Rapids Region","125.593196600906","3.6862155926383","8.79412932119844","Low"
2022-06-19,"Jackson Region","121.956862304423","4.61755375396546","7.27114074587177","Low"
2022-06-19,"Kalamazoo Region","133.063403726605","3.76012965964344","6.22276239856161","Low"
2022-06-19,"Lansing Region","159.532534148083","5.43893129770992","7.44372376923733","Low"
2022-06-19,"Saginaw Region","117.594863429977","3.5279256518993","3.79338251610998","Low"
2022-06-19,"State","145.511260000144","3.63485409958893","8.44109493297443","Low"
2022-06-19,"Traverse City Region","117.036834030088","5.01101321585903","12.8044133587034","Medium"
2022-06-19,"Upper Peninsula Region","144.219508114439","3.85245901639344","12.0461770521873","Medium"
2022-06-20,"Detroit Region","137.235453204064","3.36223375204806","8.67733899862544","Low"
2022-06-20,"Grand Rapids Region","114.12825749211","3.6849132176235","8.07757063576746","Low"
2022-06-20,"Jackson Region","107.414580620427","4.71664906722985","8.26265993849065","Low"
2022-06-20,"Kalamazoo Region","116.36565781859","3.81034856029444","6.3264751052043","Low"
2022-06-20,"Lansing Region","149.382001752659","5.33333333333333","7.95125038986715","Low"
2022-06-20,"Saginaw Region","94.1748485533193","3.3351409978308","3.95831219072346","Low"
2022-06-20,"State","127.848043468335","3.56928351138135","8.28088435298915","Low"
2022-06-20,"Traverse City Region","98.1671717296517","4.90088105726872","12.8044133587034","Medium"
2022-06-20,"Upper Peninsula Region","133.177179186883","3.87978142076503","11.3769449937325","Medium"
2022-06-21,"Detroit Region","145.436015304919","3.29079307201459","8.52477040084741","Low"
2022-06-21,"Grand Rapids Region","119.404735150135","3.59788923831352","7.94728723841637","Low"
2022-06-21,"Jackson Region","112.372176649062","4.7034047034047","7.27114074587177","Low"
2022-06-21,"Kalamazoo Region","120.203027996208","3.89244280602841","5.80791157199083","Low"
2022-06-21,"Lansing Region","147.013544193726","5.17978773958498","7.27454822902739","Low"
2022-06-21,"Saginaw Region","95.6592156933891","3.07608793992581","3.95831219072346","Low"
2022-06-21,"State","133.735782312271","3.4916144402182","7.94043687052043","Low"
2022-06-21,"Traverse City Region","98.8410882403815","4.69724770642202","11.6812192044312","Medium"
2022-06-21,"Upper Peninsula Region","138.196419608499","3.79781420765027","9.03463278914048","Low"
2022-06-22,"Detroit Region","143.166557421194","3.23250059861122","8.41034395251389","Low"
2022-06-22,"Grand Rapids Region","118.49275135739","3.58512678457277","7.36101195033647","Low"
2022-06-22,"Jackson Region","112.702683050971","4.44522226111306","6.61012795079252","Low"
2022-06-22,"Kalamazoo Region","123.625547343814","3.97336535312739","6.63761322513238","Low"
2022-06-22,"Lansing Region","142.953331235557","5.05066497783407","5.582792826928","Low"
2022-06-22,"Saginaw Region","91.3710439554096","2.87678668355347","4.28817153995042","Low"
2022-06-22,"State","132.153702826996","3.4237577366361","7.69010783929343","Low"
2022-06-22,"Traverse City Region","97.7178940558317","4.4631424913115","10.5580250501589","Medium"
2022-06-22,"Upper Peninsula Region","138.531035636607","3.6895326591965","8.03078470145821","Low"
2022-06-23,"Detroit Region","143.853116108707","3.187600359872","8.2005621305691","Low"
2022-06-23,"Grand Rapids Region","126.244613595724","3.5354879931846","7.16558685430984","Low"
2022-06-23,"Jackson Region","112.372176649062","4.16666666666667","6.94063434833214","Low"
2022-06-23,"Kalamazoo Region","128.396331888961","4.09791279641569","6.63761322513238","Low"
2022-06-23,"Lansing Region","141.938277996014","5.0023745448789","6.09031944755781","Low"
2022-06-23,"Saginaw Region","92.6904814132495","2.81536645173009","4.28817153995042","Low"
2022-06-23,"State","134.356598312822","3.37042989694899","7.54992358180631","Low"
2022-06-23,"Traverse City Region","101.087476609481","4.25104907863529","9.43483089588671","Low"
2022-06-23,"Upper Peninsula Region","138.865651664715","3.6622027876469","8.36540073068563","Low"
2022-06-24,"Detroit Region","144.368035124342","3.15830808930775","8.02892245806882","Low"
2022-06-24,"Grand Rapids Region","121.03327763718","3.53774841493953","7.03530345695875","Low"
2022-06-24,"Jackson Region","108.406099826154","3.89337074710628","5.94911515571326","Low"
2022-06-24,"Kalamazoo Region","132.544840189089","4.17714598141061","7.05246405170316","Low"
2022-06-24,"Lansing Region","141.092400296396","5.02624463177986","6.93619714860751","Low"
2022-06-24,"Saginaw Region","95.4942860111591","2.77954400944682","4.28817153995042","Low"
2022-06-24,"State","134.236440377232","3.32742957580492","7.43977880806643","Low"
2022-06-24,"Traverse City Region","103.558503815491","4.01167031363968","9.21019206503226","Low"
2022-06-24,"Upper Peninsula Region","135.18487535553","3.46994535519126","6.69232058454851","Low"
2022-06-25,"Detroit Region","147.419407068846","3.13825846858374","8.2005621305691","Low"
2022-06-25,"Grand Rapids Region","122.401253326298","3.51550015979546","6.83987836093212","Low"
2022-06-25,"Jackson Region","107.414580620427","3.6229335209286","4.95759596309439","Low"
2022-06-25,"Kalamazoo Region","134.51538163165","4.19855674611852","6.84503863841777","Low"
2022-06-25,"Lansing Region","141.261575836319","5.00239731500719","6.42867052797769","Low"
2022-06-25,"Saginaw Region","94.1748485533193","2.81204644412192","5.1128199130178","Low"
2022-06-25,"State","136.178993669279","3.29951632243375","7.43977880806643","Low"
2022-06-25,"Traverse City Region","100.638198935661","3.84335154826958","9.21019206503226","Low"
2022-06-25,"Upper Peninsula Region","135.854107411745","3.30601092896175","5.68847249686623","Low"
2022-06-26,"Detroit Region","148.926021966445","3.14450581525888","8.41034395251389","Low"
2022-06-26,"Grand Rapids Region","122.140686528371","3.55565018363762","7.68672044371419","Low"
2022-06-26,"Jackson Region","109.067112629972","3.41308937368051","4.29658316801514","Low"
2022-06-26,"Kalamazoo Region","135.033945169166","4.16849015317287","6.74132593177508","Low"
2022-06-26,"Lansing Region","137.370538418073","4.99679692504805","6.59784606818763","Low"
2022-06-26,"Saginaw Region","92.8554110954794","2.91825267355447","5.44267926224476","Low"
2022-06-26,"State","136.689664895539","3.29674772097912","7.64004203304803","Low"
2022-06-26,"Traverse City Region","100.413560098751","3.68680416134331","8.98555323417781","Low"
2022-06-26,"Upper Peninsula Region","136.523339467961","3.00628587045641","4.68462440918395","Low"
2022-06-27,"Detroit Region","162.523698194141","3.14092633753171","8.46755717668065","Low"
2022-06-27,"Grand Rapids Region","127.221739087951","3.60662724415321","7.68672044371419","Low"
2022-06-27,"Jackson Region","126.583951931149","3.09532184312346","3.96607677047551","Low"
2022-06-27,"Kalamazoo Region","148.827735267091","4.19418758256275","6.84503863841777","Low"
2022-06-27,"Lansing Region","157.16407658915","4.94363929146538","5.24444174650812","Low"
2022-06-27,"Saginaw Region","102.586262347048","3.0333122686648","5.93746828608519","Low"
2022-06-27,"State","149.12601122916","3.28621407915226","7.59998938805171","Low"
2022-06-27,"Traverse City Region","107.37736404296","3.42240117130307","8.53627557246892","Low"
2022-06-27,"Upper Peninsula Region","150.242596620378","2.76107162383816","4.68462440918395","Low"
2022-06-28,"Detroit Region","154.265922869327","3.14552988871046","8.4866282514029","Low"
2022-06-28,"Grand Rapids Region","117.124775668272","3.67925030616048","7.75186214238974","Low"
2022-06-28,"Jackson Region","123.609394313968","3.13932980599647","4.95759596309439","Low"
2022-06-28,"Kalamazoo Region","143.745812599435","4.21239330451169","6.84503863841777","Low"
2022-06-28,"Lansing Region","147.859421893345","4.90876796383013","5.92114390734787","Low"
2022-06-28,"Saginaw Region","99.4525983846787","3.18890190072966","6.43225730992563","Low"
2022-06-28,"State","141.526021803058","3.29911232226209","7.77021312928607","Low"
2022-06-28,"Traverse City Region","102.435309630941","3.22403370580692","8.76091440332337","Low"
2022-06-28,"Upper Peninsula Region","139.869499749038","2.62510254306809","6.02308852609365","Low"
2022-06-29,"Detroit Region","155.028765855453","3.0891418800342","8.10520675695783","Low"
2022-06-29,"Grand Rapids Region","116.017366777082","3.70646501224838","8.142712334443","Low"
2022-06-29,"Jackson Region","126.914458333058","3.41669601972526","5.28810236063401","Low"
2022-06-29,"Kalamazoo Region","140.427005959332","4.23221803678263","5.70419886534814","Low"
2022-06-29,"Lansing Region","157.502427668998","4.80955455132343","5.92114390734787","Low"
2022-06-29,"Saginaw Region","100.277246795829","3.24290334171757","6.76211665915258","Low"
2022-06-29,"State","141.736298190341","3.28074045006157","7.58997622680263","Low"
2022-06-29,"Traverse City Region","96.8193387081919","3.24472960586618","9.43483089588671","Low"
2022-06-29,"Upper Peninsula Region","133.177179186883","2.51503553854565","6.35770455532108","Low"
2022-06-30,"Detroit Region","156.325598931867","3.08363587164859","8.00985138334656","Low"
2022-06-30,"Grand Rapids Region","117.124775668272","3.70232260813978","7.42615364901202","Low"
2022-06-30,"Jackson Region","128.236483940694","3.62165963431786","4.95759596309439","Low"
2022-06-30,"Kalamazoo Region","134.619094339153","4.28856382978723","5.49677345206275","Low"
2022-06-30,"Lansing Region","151.750459311591","4.71713405738369","6.09031944755781","Low"
2022-06-30,"Saginaw Region","101.596684253668","3.21335607216587","7.09197600837954","Low"
2022-06-30,"State","141.536034964357","3.28323134079996","7.44979196931551","Low"
2022-06-30,"Traverse City Region","91.4280066223529","3.25547176751885","9.65946972674115","Low"
2022-06-30,"Upper Peninsula Region","132.842563158775","2.40568616730454","6.69232058454851","Low"
2022-07-01,"Detroit Region","158.919265084696","3.06015249929398","7.87635386029079","Low"
2022-07-01,"Grand Rapids Region","124.941779606088","3.63122533859443","7.23072855298538","Low"
2022-07-01,"Jackson Region","134.185599175056","3.85019250962548","5.94911515571326","Low"
2022-07-01,"Kalamazoo Region","137.834188271752","4.36978480456741","6.11904969191892","Low"
2022-07-01,"Lansing Region","156.318198889532","4.77655440414508","7.10537268881745","Low"
2022-07-01,"Saginaw Region","97.9682312446089","3.19770052995599","6.5971869845391","Low"
2022-07-01,"State","144.439851741129","3.27768355232237","7.49985777556091","Low"
2022-07-01,"Traverse City Region","87.6091463948836","3.18073175216032","8.98555323417781","Low"
2022-07-01,"Upper Peninsula Region","131.169483018237","2.46103363412633","8.70001675991305","Low"
2022-07-02,"Detroit Region","155.391116273863","3.00598261654814","7.76192741195726","Low"
2022-07-02,"Grand Rapids Region","122.726961823707","3.63976483164083","7.75186214238974","Low"
2022-07-02,"Jackson Region","134.516105576965","4.09663865546218","6.94063434833214","Low"
2022-07-02,"Kalamazoo Region","136.174784951701","4.39428633736779","6.3264751052043","Low"
2022-07-02,"Lansing Region","155.133970110066","4.86782720825274","7.27454822902739","Low"
2022-07-02,"Saginaw Region","98.1331609268388","3.19474442044636","6.43225730992563","Low"
2022-07-02,"State","141.906521932428","3.25608942502757","7.58997622680263","Low"
2022-07-02,"Traverse City Region","86.7105910472438","3.11062028345297","8.76091440332337","Low"
2022-07-02,"Upper Peninsula Region","131.169483018237","2.5437636761488","9.70386484759533","Low"
2022-07-03,"Detroit Region","155.715324542966","2.95389130312094","7.93356708445755","Low"
2022-07-03,"Grand Rapids Region","124.160079212307","3.62730390055722","7.49129534768756","Low"
2022-07-03,"Jackson Region","128.897496744512","4.24263674614306","6.94063434833214","Low"
2022-07-03,"Kalamazoo Region","137.834188271752","4.40285590653397","5.49677345206275","Low"
2022-07-03,"Lansing Region","156.487374429455","4.95351074062199","7.95125038986715","Low"
2022-07-03,"Saginaw Region","99.2876687024487","3.20947473103698","6.92704633376606","Low"
2022-07-03,"State","142.537351094278","3.23380036218564","7.64004203304803","Low"
2022-07-03,"Traverse City Region","86.7105910472438","3.08459549316587","8.98555323417781","Low"
2022-07-03,"Upper Peninsula Region","131.838715074452","2.65317286652079","9.70386484759533","Low"
2022-07-04,"Detroit Region","134.031512662335","2.90306560115581","7.93356708445755","Low"
2022-07-04,"Grand Rapids Region","107.809512642375","3.73881836199047","7.75186214238974","Low"
2022-07-04,"Jackson Region","107.745087022336","4.13744740532959","6.27962155325289","Low"
2022-07-04,"Kalamazoo Region","112.009724103455","4.4296312224492","5.49677345206275","Low"
2022-07-04,"Lansing Region","123.836495224175","5.04872982904617","8.28960147028702","Low"
2022-07-04,"Saginaw Region","84.9387863484403","3.14803020653262","6.76211665915258","Low"
2022-07-04,"State","121.089159591367","3.22145823405269","7.69010783929343","Low"
2022-07-04,"Traverse City Region","71.6597889742766","3.14581791265729","9.65946972674115","Low"
2022-07-04,"Upper Peninsula Region","106.407896938263","2.73522975929978","9.36924881836791","Low"
2022-07-05,"Detroit Region","144.558745870874","2.89658753541716","7.76192741195726","Low"
2022-07-05,"Grand Rapids Region","115.756799979155","3.82985570991793","7.42615364901202","Low"
2022-07-05,"Jackson Region","128.236483940694","4.07589599437807","5.61860875817364","Low"
2022-07-05,"Kalamazoo Region","117.921348431138","4.53230472516876","5.80791157199083","Low"
2022-07-05,"Lansing Region","128.404234802115","5.1557982653389","8.45877701049696","Low"
2022-07-05,"Saginaw Region","90.8762549087197","3.1441928682739","7.58676503221997","Low"
2022-07-05,"State","130.431439083531","3.24222662877936","7.59998938805171","Low"
2022-07-05,"Traverse City Region","72.5583443219164","3.26651818856719","9.88410855759559","Low"
2022-07-05,"Upper Peninsula Region","127.823322737159","2.70713699753897","8.36540073068563","Low"
2022-07-06,"Detroit Region","145.664868200757","2.98391193903472","7.91449600973529","Low"
2022-07-06,"Grand Rapids Region","111.718014611283","3.9701700735018","8.20785403311854","Low"
2022-07-06,"Jackson Region","126.25344552924","4.04644616467277","5.28810236063401","Low"
2022-07-06,"Kalamazoo Region","125.388663371368","4.59238545923855","6.22276239856161","Low"
2022-07-06,"Lansing Region","133.14114991998","5.28186076562752","8.96630363112678","Low"
2022-07-06,"Saginaw Region","90.7113252264897","3.19727264350871","7.75169470683344","Low"
2022-07-06,"State","131.823268504122","3.32753504553361","7.83029209678055","Low"
2022-07-06,"Traverse City Region","70.9858724635467","3.4021193530396","9.43483089588671","Low"
2022-07-06,"Upper Peninsula Region","139.200267692822","2.62582056892779","7.69616867223078","Low"
2022-07-07,"Detroit Region","150.547063311963","2.99449185064789","8.02892245806882","Low"
2022-07-07,"Grand Rapids Region","111.652872911801","4.12354549841815","9.1849795132517","Low"
2022-07-07,"Jackson Region","130.550028754057","4.21052631578947","4.95759596309439","Low"
2022-07-07,"Kalamazoo Region","130.678011454031","4.57185886402754","6.11904969191892","Low"
2022-07-07,"Lansing Region","145.321788794489","5.33011272141707","8.28960147028702","Low"
2022-07-07,"Saginaw Region","91.8658330020996","3.24065549622537","6.76211665915258","Low"
2022-07-07,"State","136.148954185381","3.36735459150628","7.96046319301859","Low"
2022-07-07,"Traverse City Region","71.4351501373666","3.57871314667161","10.10874738845","Medium"
2022-07-07,"Upper Peninsula Region","147.565668395516","2.6265389876881","8.03078470145821","Low"
2022-07-08,"Detroit Region","155.238547676638","3.02811417220636","7.93356708445755","Low"
2022-07-08,"Grand Rapids Region","109.763763626829","4.25600343053173","9.38040460927834","Low"
2022-07-08,"Jackson Region","141.126233615145","4.3859649122807","4.29658316801514","Low"
2022-07-08,"Kalamazoo Region","127.462917521432","4.65191932335719","6.22276239856161","Low"
2022-07-08,"Lansing Region","145.82931541426","5.23022621530563","7.10537268881745","Low"
2022-07-08,"Saginaw Region","95.4942860111591","3.16187315634218","6.92704633376606","Low"
2022-07-08,"State","139.393218446326","3.40935441190512","7.89037106427503","Low"
2022-07-08,"Traverse City Region","79.2975094292152","3.85470719051149","11.0073027118678","Medium"
2022-07-08,"Upper Peninsula Region","155.596453070102","2.4890590809628","7.36155264300336","Low"
2022-07-09,"Detroit Region","162.180418850384","3.11693289294209","8.42941502723614","Low"
2022-07-09,"Grand Rapids Region","114.323682590555","4.36620471935363","8.92441271854953","Low"
2022-07-09,"Jackson Region","142.448259222781","4.52155625657203","4.95759596309439","Low"
2022-07-09,"Kalamazoo Region","135.656221414185","4.84470691163605","6.53390051848969","Low"
2022-07-09,"Lansing Region","150.904581611972","5.14386754541071","6.76702160839757","Low"
2022-07-09,"Saginaw Region","95.4942860111591","3.05934389974198","6.76211665915258","Low"
2022-07-09,"State","145.18082567727","3.48084242923581","8.08062112800755","Low"
2022-07-09,"Traverse City Region","84.4642026781442","4.10502958579882","11.0073027118678","Medium"
2022-07-09,"Upper Peninsula Region","157.604149238749","2.32430954334154","6.69232058454851","Low"
2022-07-10,"Detroit Region","162.828835388591","3.1914414921142","8.02892245806882","Low"
2022-07-10,"Grand Rapids Region","112.434573305583","4.4788882950294","8.40327912914518","Low"
2022-07-10,"Jackson Region","149.058387260961","4.78367921209989","4.95759596309439","Low"
2022-07-10,"Kalamazoo Region","133.685679971624","5.00882612533098","7.57102758491662","Low"
2022-07-10,"Lansing Region","151.412108231743","5.04188144329897","5.41361728671806","Low"
2022-07-10,"Saginaw Region","95.1644266466992","2.98878057752437","6.76211665915258","Low"
2022-07-10,"State","145.56132580664","3.54806052493902","7.82027893553147","Low"
2022-07-10,"Traverse City Region","87.3845075579737","4.34302539565697","11.2319415427223","Medium"
2022-07-10,"Upper Peninsula Region","162.623389660365","2.26899945325314","6.69232058454851","Low"
2022-07-11,"Detroit Region","190.176756441208","3.28954754687325","8.06706460751332","Low"
2022-07-11,"Grand Rapids Region","132.237649948049","4.48526270824434","8.33813743046963","Low"
2022-07-11,"Jackson Region","180.456495442317","5.1110327811068","5.94911515571326","Low"
2022-07-11,"Kalamazoo Region","161.999249119998","4.95420942292839","8.19330382477279","Low"
2022-07-11,"Lansing Region","171.713173022592","5.1219906285345","6.25949498776775","Low"
2022-07-11,"Saginaw Region","116.605285336597","3.02391642994594","6.76211665915258","Low"
2022-07-11,"State","171.154966087425","3.61970714387353","8.00051583801491","Low"
2022-07-11,"Traverse City Region","103.783142652401","4.46722812156719","10.5580250501589","Medium"
2022-07-11,"Upper Peninsula Region","197.088840555463","2.37769882481552","8.70001675991305","Low"
2022-07-12,"Detroit Region","183.253956342114","3.3269088545752","8.33405965362487","Low"
2022-07-12,"Grand Rapids Region","132.693641844422","4.46742723104809","8.7289876225229","Low"
2022-07-12,"Jackson Region","165.91421375832","5.17970401691332","5.28810236063401","Low"
2022-07-12,"Kalamazoo Region","159.095293309908","4.91730981256891","8.71186735798625","Low"
2022-07-12,"Lansing Region","169.683066543507","5.1994186985306","5.41361728671806","Low"
2022-07-12,"Saginaw Region","116.275425972137","3.05183565637242","5.27774958763128","Low"
2022-07-12,"State","166.448780276796","3.64381766728129","8.08062112800755","Low"
2022-07-12,"Traverse City Region","106.92808636914","4.49417758369723","9.88410855759559","Low"
2022-07-12,"Upper Peninsula Region","192.069600133846","2.48701831101394","9.36924881836791","Low"
